第一次,,,,,,,,,第二次,,,,,,,
1.66,2.52,2.23,1.52,0.33,1.8,4.96,3.85,,1.56,2.15,2.27,1.37,0.29,1.72,4.98,3.85
1.68,2.48,2.23,1.5,0.33,1.78,4.98,3.87,,1.58,2.17,2.27,1.39,0.29,1.72,4.98,3.83
1.68,2.5,2.23,1.52,0.33,1.8,4.98,3.83,,1.56,2.17,2.29,1.39,0.29,1.74,4.98,3.85
1.66,2.5,2.23,1.5,0.33,1.78,4.98,3.87,,1.58,2.19,2.27,1.39,0.29,1.72,4.98,3.83
1.66,2.5,2.23,1.5,0.33,1.8,4.98,3.87,,1.56,2.19,2.29,1.37,0.29,1.74,4.98,3.83
1.68,2.46,2.23,1.5,0.33,1.78,4.98,3.83,,1.56,2.17,2.29,1.37,0.29,1.72,4.96,3.85
1.68,2.5,2.23,1.52,0.33,1.78,4.96,3.87,,1.58,2.17,2.27,1.39,0.31,1.72,4.98,3.87
1.66,2.5,2.23,1.5,0.33,1.78,4.96,3.83,,1.6,2.17,2.27,1.37,0.29,1.72,4.98,3.83
1.66,2.48,2.23,1.52,0.33,1.8,4.98,3.87,,1.56,2.17,2.29,1.39,0.29,1.72,4.98,3.81
1.64,2.48,2.23,1.52,0.33,1.78,4.98,3.87,,1.58,2.15,2.27,1.37,0.29,1.72,4.96,3.83
1.66,2.5,2.21,1.5,0.33,1.78,4.98,3.83,,1.56,2.17,2.27,1.39,0.29,1.72,4.98,3.85
1.68,2.48,2.21,1.5,0.33,1.78,4.98,3.85,,1.58,2.15,2.27,1.37,0.29,1.72,4.96,3.83
1.66,2.5,2.21,1.5,0.33,1.8,4.96,3.87,,1.58,2.19,2.27,1.39,0.29,1.72,4.98,3.87
1.66,2.48,2.21,1.52,0.33,1.78,4.98,3.85,,1.56,2.15,2.27,1.39,0.29,1.72,4.98,3.87
1.66,2.48,2.23,1.52,0.33,1.8,4.98,3.83,,1.56,2.15,2.29,1.39,0.29,1.74,4.98,3.87
1.64,2.48,2.23,1.5,0.33,1.8,4.98,3.83,,1.58,2.17,2.25,1.37,0.29,1.74,4.96,3.83
1.66,2.48,2.21,1.5,0.33,1.8,4.98,3.85,,1.58,2.17,2.27,1.37,0.29,1.74,4.96,3.83
1.66,2.46,2.23,1.5,0.33,1.8,4.98,3.83,,1.58,2.17,2.25,1.37,0.29,1.76,4.98,3.83
1.64,2.48,2.23,1.52,0.33,1.8,4.98,3.85,,1.58,2.21,2.27,1.39,0.29,1.78,4.98,3.85
1.64,2.46,2.23,1.52,0.33,1.8,4.96,3.87,,1.62,2.27,2.27,1.41,0.29,1.78,4.96,3.91
1.66,2.46,2.23,1.52,0.33,1.8,4.98,3.83,,1.64,2.32,2.27,1.45,0.29,1.8,4.98,3.93
1.66,2.48,2.21,1.5,0.33,1.8,4.98,3.85,,1.66,2.36,2.27,1.46,0.29,1.8,4.96,3.93
1.62,2.48,2.23,1.52,0.33,1.8,4.98,3.87,,1.66,2.34,2.27,1.46,0.29,1.82,4.98,3.89
1.64,2.46,2.21,1.52,0.33,1.78,4.98,3.85,,1.66,2.32,2.27,1.46,0.29,1.82,4.98,3.91
1.64,2.46,2.21,1.52,0.33,1.78,4.98,3.87,,1.64,2.38,2.27,1.48,0.31,1.82,4.98,3.91
1.64,2.46,2.21,1.52,0.33,1.78,4.98,3.85,,1.64,2.34,2.25,1.48,0.31,1.84,4.98,3.89
1.64,2.48,2.21,1.52,0.33,1.78,4.98,3.85,,1.64,2.36,2.25,1.5,0.31,1.82,4.98,3.89
1.64,2.46,2.21,1.52,0.33,1.8,4.96,3.89,,1.66,2.36,2.25,1.48,0.31,1.8,4.96,3.89
1.64,2.48,2.21,1.5,0.33,1.82,4.98,3.89,,1.64,2.34,2.27,1.48,0.31,1.82,4.98,3.85
1.66,2.46,2.21,1.52,0.33,1.82,4.98,3.85,,1.64,2.34,2.25,1.48,0.29,1.82,4.96,3.87
1.66,2.5,2.21,1.52,0.33,1.84,4.98,3.85,,1.64,2.38,2.27,1.48,0.31,1.82,4.98,3.85
1.68,2.48,2.21,1.56,0.33,1.84,4.96,3.91,,1.64,2.34,2.25,1.46,0.31,1.82,4.96,3.85
1.68,2.52,2.21,1.54,0.33,1.86,4.98,3.89,,1.64,2.36,2.27,1.48,0.31,1.8,4.98,3.89
1.68,2.52,2.21,1.56,0.33,1.88,4.98,3.91,,1.64,2.32,2.27,1.48,0.29,1.82,4.98,3.89
1.68,2.54,2.23,1.56,0.33,1.88,4.98,3.93,,1.62,2.32,2.27,1.46,0.29,1.8,4.98,3.85
1.66,2.54,2.23,1.58,0.33,1.86,4.98,3.95,,1.62,2.34,2.27,1.46,0.31,1.8,4.96,3.89
1.68,2.54,2.21,1.56,0.35,1.86,4.98,3.91,,1.62,2.34,2.27,1.46,0.29,1.8,4.98,3.85
1.68,2.56,2.23,1.56,0.33,1.88,4.98,3.93,,1.6,2.34,2.27,1.46,0.31,1.8,4.98,3.85
1.68,2.58,2.21,1.56,0.33,1.88,4.96,3.95,,1.62,2.3,2.27,1.45,0.31,1.8,4.98,3.85
1.68,2.58,2.21,1.58,0.33,1.88,4.98,3.95,,1.62,2.32,2.25,1.46,0.29,1.78,4.98,3.85
1.68,2.58,2.23,1.58,0.33,1.89,4.96,3.93,,1.6,2.32,2.27,1.45,0.31,1.8,4.98,3.83
1.68,2.6,2.23,1.58,0.35,1.91,4.96,3.95,,1.62,2.32,2.27,1.45,0.31,1.82,4.96,3.87
1.7,2.6,2.23,1.58,0.35,1.89,4.98,3.93,,1.58,2.34,2.27,1.45,0.29,1.8,4.96,3.85
1.7,2.62,2.23,1.58,0.35,1.89,4.98,3.91,,1.58,2.34,2.25,1.45,0.29,1.8,4.98,3.83
1.7,2.62,2.21,1.6,0.35,1.89,4.96,3.95,,1.58,2.32,2.27,1.43,0.29,1.8,4.98,3.87
1.72,2.62,2.23,1.62,0.35,1.91,4.96,3.93,,1.6,2.3,2.25,1.45,0.31,1.78,4.98,3.83
1.7,2.64,2.21,1.62,0.35,1.91,4.98,3.93,,1.6,2.3,2.27,1.43,0.31,1.78,4.98,3.87
1.72,2.64,2.23,1.62,0.35,1.89,4.98,3.91,,1.6,2.3,2.27,1.43,0.29,1.78,4.98,3.87
1.7,2.62,2.23,1.6,0.35,1.91,4.96,3.93,,1.6,2.29,2.27,1.43,0.29,1.8,4.96,3.87
1.72,2.62,2.23,1.62,0.35,1.93,4.98,3.89,,1.6,2.29,2.25,1.43,0.29,1.8,4.98,3.87
1.74,2.62,2.23,1.6,0.35,1.91,4.98,3.91,,1.58,2.3,2.25,1.43,0.29,1.8,4.96,3.85
1.7,2.64,2.21,1.62,0.35,1.93,4.98,3.91,,1.58,2.29,2.27,1.43,0.29,1.8,4.98,3.85
1.72,2.66,2.23,1.62,0.35,1.93,4.98,3.95,,1.6,2.27,2.25,1.43,0.29,1.78,4.98,3.85
1.76,2.68,2.23,1.62,0.35,1.93,4.98,3.95,,1.58,2.27,2.27,1.41,0.31,1.76,4.98,3.87
1.78,2.7,2.23,1.64,0.33,1.97,4.96,3.95,,1.58,2.3,2.25,1.43,0.29,1.76,4.98,3.87
1.8,2.71,2.23,1.64,0.35,1.93,4.96,3.95,,1.6,2.27,2.25,1.41,0.29,1.76,4.98,3.87
1.82,2.75,2.23,1.66,0.35,1.95,4.98,3.93,,1.58,2.27,2.25,1.41,0.29,1.76,4.96,3.83
1.82,2.75,2.21,1.66,0.35,1.95,4.98,3.95,,1.58,2.27,2.27,1.43,0.29,1.78,4.98,3.87
