第一杯,,,,,,,,,第二杯,,,,,,,,,,第三杯,,,,,,,,,第四杯,,,,,,,,,第五杯,,,,,,
2.11,3.26,2.15,1.66,0.37,1.89,4.98,4.06,,1.6,2.71,2.3,1.68,0.37,2.25,4.98,3.96,,1.93,1.93,2.27,1.39,0.29,1.76,4.98,3.83,,1.88,1.89,2.25,1.35,0.27,1.78,4.98,3.93,,1.7,2.23,2.21,1.46,0.31,1.95,4.98,4
2.11,3.22,2.15,1.64,0.39,1.91,4.98,4.06,,1.6,2.7,2.3,1.66,0.37,2.21,4.96,3.95,,1.91,1.91,2.25,1.41,0.29,1.74,4.96,3.85,,1.89,1.88,2.25,1.37,0.29,1.78,4.98,3.91,,1.68,2.23,2.21,1.46,0.31,1.95,4.98,4
2.15,3.2,2.15,1.66,0.39,1.91,4.98,4.08,,1.56,2.7,2.3,1.66,0.37,2.21,4.98,3.95,,1.89,1.91,2.29,1.39,0.29,1.74,4.98,3.85,,1.89,1.89,2.23,1.39,0.27,1.8,4.98,3.96,,1.7,2.25,2.21,1.48,0.33,1.95,4.98,4.04
2.09,3.22,2.15,1.66,0.39,1.91,4.98,4.08,,1.6,2.7,2.3,1.66,0.37,2.19,4.98,3.91,,1.93,1.93,2.27,1.39,0.29,1.74,4.98,3.87,,1.91,1.91,2.25,1.39,0.27,1.8,4.98,3.93,,1.7,2.23,2.21,1.46,0.33,1.95,4.98,4.04
2.15,3.18,2.17,1.68,0.39,1.93,4.96,4.02,,1.58,2.7,2.32,1.64,0.37,2.19,4.98,3.93,,1.93,1.91,2.27,1.39,0.31,1.76,4.98,3.83,,1.91,1.93,2.23,1.39,0.27,1.84,4.98,3.98,,1.68,2.25,2.21,1.48,0.33,1.93,4.98,4
2.09,3.24,2.13,1.66,0.39,1.89,4.96,4.1,,1.58,2.66,2.29,1.64,0.37,2.17,4.98,3.93,,1.91,1.93,2.29,1.37,0.29,1.76,4.98,3.83,,1.93,1.93,2.23,1.41,0.29,1.8,4.98,3.93,,1.68,2.25,2.21,1.48,0.29,1.95,4.98,4.02
2.03,3.32,2.13,1.68,0.39,1.93,4.98,4.16,,1.52,2.7,2.32,1.64,0.37,2.17,4.98,3.93,,1.6,1.91,2.29,1.39,0.29,1.78,4.96,3.87,,1.91,2.23,2.21,1.41,0.27,1.84,4.98,3.98,,1.68,2.27,2.21,1.46,0.31,1.95,4.98,3.98
2.03,3.4,2.15,1.68,0.39,1.93,4.98,4.14,,1.52,2.71,2.27,1.62,0.35,2.23,4.96,3.96,,1.91,1.91,2.29,1.39,0.29,1.78,4.98,3.87,,1.68,2.27,2.21,1.41,0.29,1.88,4.98,4.04,,1.68,2.23,2.23,1.46,0.31,1.93,4.98,4
2.19,3.38,2.13,1.7,0.39,1.95,4.98,4.24,,1.56,2.71,2.25,1.62,0.35,2.27,4.98,3.98,,1.91,1.93,2.27,1.37,0.31,1.78,4.98,3.91,,1.7,2.3,2.21,1.43,0.29,1.93,4.98,4.12,,1.68,2.25,2.23,1.45,0.31,1.91,4.98,3.96
2.23,3.42,2.13,1.72,0.37,2.03,4.98,4.28,,1.56,2.81,2.25,1.62,0.35,2.29,4.98,4.08,,1.64,2.17,2.27,1.39,0.27,1.8,4.98,4,,1.74,2.34,2.23,1.43,0.29,1.95,4.98,4.2,,1.66,2.25,2.21,1.46,0.31,1.93,4.98,3.98
2.27,3.48,2.15,1.72,0.37,2.03,4.96,4.36,,1.6,2.85,2.23,1.62,0.35,2.3,4.98,4.1,,1.64,2.25,2.27,1.39,0.29,1.86,4.98,4.06,,1.8,2.44,2.25,1.45,0.31,1.95,4.98,4.24,,1.68,2.27,2.23,1.46,0.31,1.95,4.98,4
2.34,3.52,2.15,1.74,0.37,2.05,4.98,4.36,,1.62,2.91,2.25,1.64,0.35,2.34,4.98,4.18,,1.7,2.3,2.29,1.41,0.29,1.89,4.96,4.14,,1.82,2.5,2.23,1.46,0.29,1.99,4.98,4.24,,1.7,2.27,2.23,1.45,0.29,1.95,4.98,4.22
2.44,3.57,2.15,1.74,0.35,2.11,4.98,4.41,,1.66,3.01,2.25,1.66,0.35,2.38,4.96,4.28,,1.74,2.4,2.29,1.43,0.29,1.93,4.98,4.18,,1.84,2.56,2.27,1.48,0.29,2.01,4.98,4.28,,1.76,2.34,0,0.04,0.31,2.05,4.98,4.26
2.48,3.63,2.17,1.76,0.35,2.13,4.98,4.47,,1.7,3.16,2.29,1.68,0.37,2.46,4.98,4.3,,1.78,2.48,2.3,1.45,0.29,1.97,4.98,4.22,,1.88,2.64,2.27,1.48,0.29,2.03,4.98,4.28,,1.76,2.38,2.29,1.5,0.31,2.07,4.98,4.45
2.5,3.67,2.17,1.78,0.35,2.17,4.98,4.51,,1.68,3.3,2.3,1.74,0.35,2.5,4.98,4.32,,1.82,2.56,2.32,1.46,0.31,2.05,4.98,4.24,,2.25,2.7,2.29,1.52,0.31,2.05,4.98,4.36,,1.93,2.58,2.3,1.52,0.33,2.19,4.98,4.67
2.58,3.67,2.21,1.78,0.35,2.19,4.98,4.53,,1.72,3.36,2.32,1.74,0.37,2.54,4.98,4.38,,1.86,2.68,2.32,1.48,0.29,2.09,4.98,4.3,,2.27,2.73,2.3,1.5,0.31,2.07,4.98,4.34,,1.97,2.64,2.32,1.56,0.33,2.23,4.98,4.73
2.6,3.71,2.21,1.82,0.35,2.21,4.96,4.55,,1.76,3.46,2.36,1.78,0.35,2.58,4.98,4.39,,1.93,2.77,2.36,1.52,0.31,2.13,4.96,4.34,,2.3,2.85,2.32,1.54,0.31,2.09,4.98,4.36,,1.99,2.71,2.34,1.58,0.33,2.25,4.98,4.79
2.68,3.75,2.23,1.82,0.33,2.23,4.98,4.59,,1.8,3.55,2.36,1.78,0.37,2.6,4.98,4.41,,1.95,2.87,2.38,1.56,0.31,2.15,4.98,4.34,,2.3,2.89,2.32,1.56,0.29,2.07,4.98,4.34,,2.01,2.79,2.36,1.6,0.33,2.29,4.98,4.86
2.7,3.79,2.23,1.84,0.35,2.23,4.98,4.59,,1.82,3.59,2.38,1.84,0.37,2.62,4.94,4.43,,1.99,2.95,2.4,1.58,0.31,2.21,4.98,4.36,,2.32,2.93,2.32,1.56,0.31,2.13,4.96,4.36,,2.07,2.87,2.38,1.62,0.33,2.29,4.98,4.88
2.75,3.79,2.25,1.84,0.33,2.27,4.96,4.63,,1.84,3.65,2.4,1.86,0.37,2.62,4.98,4.45,,2.03,3.05,2.42,1.6,0.31,2.21,4.96,4.41,,2.25,3.01,2.34,1.58,0.31,2.15,4.98,4.41,,2.05,2.93,2.4,1.66,0.33,2.32,4.98,4.94
2.77,3.79,2.25,1.86,0.33,2.27,4.98,4.65,,1.86,3.77,2.44,1.88,0.37,2.66,4.96,4.43,,2.05,3.16,2.42,1.64,0.33,2.23,4.98,4.39,,2.29,3.07,2.34,1.6,0.31,2.17,4.98,4.43,,2.17,2.97,2.4,1.66,0.33,2.32,4.98,4.98
2.83,3.77,2.29,1.86,0.33,2.27,4.94,4.67,,1.89,3.83,2.44,1.89,0.39,2.68,4.96,4.45,,2.07,3.22,2.44,1.66,0.33,2.27,4.98,4.39,,2.3,3.11,2.34,1.62,0.31,2.19,4.96,4.43,,2.23,3.07,2.44,1.7,0.33,2.36,4.98,4.98
2.87,3.77,2.27,1.88,0.33,2.3,4.98,4.71,,1.91,3.87,2.46,1.91,0.39,2.7,4.96,4.49,,2.29,3.34,2.46,1.68,0.33,2.29,4.98,4.41,,2.27,3.14,2.34,1.64,0.33,2.21,4.98,4.43,,2.52,3.13,2.44,1.7,0.33,2.38,4.98,4.98
2.83,3.85,2.3,1.88,0.35,2.32,4.98,4.69,,1.95,3.98,2.48,1.91,0.39,2.7,4.98,4.51,,2.38,3.38,2.46,1.7,0.33,2.3,4.98,4.43,,2.23,3.18,2.34,1.66,0.33,2.23,4.96,4.45,,2.52,3.14,2.48,1.72,0.33,2.38,4.98,4.98
2.89,3.83,2.29,1.89,0.35,2.3,4.98,4.71,,2.01,4.02,2.5,1.97,0.39,2.7,4.98,4.51,,2.42,3.46,2.48,1.72,0.35,2.32,4.98,4.45,,2.21,3.22,2.36,1.66,0.33,2.23,4.98,4.47,,2.56,3.2,2.5,1.72,0.33,2.4,4.98,4.98
2.89,3.87,2.3,1.89,0.35,2.32,4.98,4.69,,2.09,4.08,2.5,1.95,0.41,2.68,4.98,4.51,,2.4,3.52,2.48,1.72,0.35,2.32,4.96,4.49,,2.21,3.24,2.36,1.68,0.33,2.23,4.98,4.45,,2.52,3.26,2.52,1.76,0.33,2.42,4.98,4.98
2.95,3.91,2.32,1.89,0.35,2.36,4.98,4.69,,1.99,4.14,2.52,1.99,0.41,2.71,4.96,4.51,,2.4,3.57,2.52,1.76,0.35,2.36,4.98,4.47,,2.21,3.26,2.36,1.68,0.35,2.29,4.98,4.43,,2.52,3.3,2.52,1.76,0.33,2.44,4.98,4.98
2.99,3.91,2.34,1.91,0.37,2.34,4.98,4.73,,2.01,4.16,2.52,1.99,0.41,2.71,4.98,4.53,,2.44,3.63,2.5,1.76,0.35,2.36,4.98,4.45,,2.23,3.3,2.38,1.7,0.33,2.29,4.98,4.47,,2.52,3.36,2.52,1.78,0.33,2.44,4.98,4.98
2.97,3.93,2.34,1.91,0.37,2.38,4.98,4.75,,2.01,4.22,2.54,1.99,0.41,2.73,4.98,4.47,,2.44,3.69,2.52,1.78,0.35,2.38,4.98,4.49,,2.25,3.34,2.4,1.7,0.35,2.29,4.98,4.49,,2.56,3.4,2.56,1.78,0.33,2.46,4.98,4.98
2.99,3.93,2.34,1.93,0.37,2.36,4.98,4.75,,2.01,4.22,2.56,2.01,0.43,2.71,4.96,4.53,,2.42,3.69,2.5,1.78,0.37,2.36,4.96,4.49,,2.25,3.36,2.4,1.74,0.35,2.3,4.98,4.45,,2.5,3.42,2.56,1.8,0.35,2.46,4.98,4.98
2.99,3.96,2.36,1.95,0.39,2.36,4.98,4.75,,2.01,4.28,2.56,2.03,0.43,2.71,4.94,4.53,,2.46,3.79,2.52,1.8,0.37,2.38,4.98,4.51,,2.23,3.4,2.4,1.76,0.35,2.3,4.98,4.51,,2.5,3.5,2.56,1.82,0.33,2.5,4.98,4.98
2.99,3.98,2.36,1.95,0.37,2.38,4.96,4.77,,2.05,4.28,2.56,2.03,0.43,2.71,4.96,4.49,,2.44,3.81,2.52,1.8,0.37,2.4,4.98,4.45,,2.25,3.44,2.42,1.76,0.35,2.32,4.98,4.47,,2.5,3.46,2.56,1.82,0.35,2.5,4.98,4.98
3.01,3.96,2.36,1.95,0.37,2.42,4.98,4.79,,2.03,4.38,2.56,2.05,0.43,2.73,4.98,4.51,,2.44,3.83,2.54,1.82,0.37,2.4,4.96,4.53,,2.25,3.42,2.42,1.76,0.35,2.3,4.98,4.47,,2.52,3.55,2.6,1.82,0.35,2.52,4.98,4.98
3.07,3.96,2.36,1.97,0.37,2.42,4.96,4.77,,2.05,4.36,2.54,2.05,0.43,2.73,4.96,4.53,,2.4,3.87,2.54,1.82,0.37,2.42,4.98,4.51,,2.25,3.46,2.44,1.78,0.37,2.32,4.98,4.51,,2.5,3.55,2.58,1.84,0.35,2.54,4.98,4.98
3.01,3.98,2.38,1.95,0.37,2.44,4.98,4.79,,2.05,4.41,2.56,2.07,0.45,2.77,4.98,4.53,,2.42,3.93,2.54,1.84,0.39,2.44,4.98,4.49,,2.25,3.48,2.42,1.78,0.37,2.34,4.98,4.51,,2.52,3.59,2.58,1.84,0.33,2.54,4.98,4.98
3.07,3.96,2.38,1.97,0.37,2.42,4.96,4.75,,2.07,4.45,2.58,2.07,0.45,2.77,4.98,4.53,,2.4,3.93,2.54,1.84,0.39,2.46,4.98,4.53,,2.25,3.52,2.46,1.8,0.37,2.36,4.98,4.51,,2.56,3.63,2.6,1.86,0.35,2.54,4.98,4.98
3.05,3.96,2.38,1.99,0.37,2.42,4.98,4.77,,2.07,4.45,2.56,2.09,0.45,2.79,4.98,4.51,,2.36,3.98,2.54,1.86,0.39,2.46,4.98,4.53,,2.25,3.55,2.44,1.8,0.37,2.36,4.98,4.51,,2.58,3.63,2.6,1.84,0.35,2.56,4.98,4.98
3.05,4.02,2.38,2.01,0.39,2.42,4.98,4.8,,2.07,4.47,2.58,2.07,0.45,2.77,4.96,4.57,,2.3,3.96,2.54,1.86,0.39,2.48,4.98,4.53,,2.27,3.59,2.46,1.82,0.37,2.36,4.98,4.51,,2.56,3.67,2.62,1.86,0.35,2.58,4.98,4.98
3.11,4,2.4,2.01,0.37,2.44,4.98,4.8,,2.09,4.51,2.6,2.09,0.45,2.79,4.96,4.55,,2.3,4,2.54,1.86,0.39,2.48,4.96,4.49,,2.27,3.59,2.48,1.82,0.39,2.36,4.98,4.53,,2.6,3.73,2.62,1.88,0.37,2.58,4.98,4.98
3.28,3.95,2.4,1.99,0.37,2.46,4.98,4.77,,2.09,4.57,2.6,2.09,0.45,2.77,4.96,4.51,,2.29,4.02,2.56,1.86,0.39,2.48,4.98,4.55,,2.27,3.61,2.46,1.82,0.39,2.38,4.98,4.53,,2.56,3.69,2.62,1.88,0.37,2.58,4.98,4.98
3.14,4,2.4,2.01,0.37,2.48,4.98,4.77,,2.07,4.57,2.6,2.11,0.45,2.79,4.98,4.51,,2.27,4.02,2.56,1.88,0.39,2.5,4.98,4.55,,2.27,3.63,2.46,1.84,0.37,2.38,4.96,4.49,,2.58,3.77,2.64,1.88,0.39,2.6,4.98,4.98
3.14,4.02,2.4,2.03,0.37,2.48,4.98,4.8,,2.09,4.57,2.6,2.11,0.45,2.77,4.98,4.57,,2.25,4.04,2.54,1.88,0.39,2.52,4.98,4.53,,2.29,3.65,2.46,1.84,0.37,2.38,4.98,4.51,,2.62,3.79,2.66,1.89,0.39,2.6,4.98,4.98
3.18,4.04,2.4,2.01,0.37,2.48,4.96,4.79,,2.09,4.63,2.6,2.11,0.45,2.81,4.98,4.53,,2.23,4.1,2.56,1.88,0.39,2.48,4.96,4.53,,2.27,3.65,2.48,1.84,0.39,2.4,4.98,4.49,,2.54,3.81,2.62,1.89,0.41,2.6,4.98,4.98
